Id.Cliente,Familia,Categoria Productos,Potencial_H
1000082668,Anestesia,Categoria C1,"2.223,12"
1000082669,Anestesia,Categoria C1,"4.546,72"
1000082670,Anestesia,Categoria C1,"2.223,12"
1000082671,Anestesia,Categoria C1,"1.802,36"
1000082672,Anestesia,Categoria C1,"2.223,12"
1000082673,Anestesia,Categoria C1,"2.223,12"
1000082674,Anestesia,Categoria C1,"1.802,36"
1000082676,Anestesia,Categoria C1,"2.223,12"
1000082677,Anestesia,Categoria C1,"1.802,36"
1000082679,Anestesia,Categoria C1,"1.802,36"
1000082680,Anestesia,Categoria C1,"2.223,12"
1000082681,Anestesia,Categoria C1,"2.223,12"
1000082682,Anestesia,Categoria C1,"2.223,12"
1000082683,Anestesia,Categoria C1,"2.223,12"
1000082684,Anestesia,Categoria C1,"4.546,72"
1000082685,Anestesia,Categoria C1,"2.223,12"
1000082687,Anestesia,Categoria C1,"3.410,04"
1000082688,Anestesia,Categoria C1,"2.223,12"
1000082689,Anestesia,Categoria C1,"3.410,04"
1000082690,Anestesia,Categoria C1,"2.223,12"
1000082691,Anestesia,Categoria C1,"2.223,12"
1000082692,Anestesia,Categoria C1,"5.683,40"
1000082694,Anestesia,Categoria C1,"4.546,72"
1000082696,Anestesia,Categoria C1,"3.410,04"
1000082699,Anestesia,Categoria C1,"2.223,12"
1000082701,Anestesia,Categoria C1,"1.802,36"
1000082703,Anestesia,Categoria C1,"2.223,12"
1000082704,Anestesia,Categoria C1,"2.223,12"
1000082705,Anestesia,Categoria C1,"3.410,04"
1000082706,Anestesia,Categoria C1,"3.410,04"
1000082708,Anestesia,Categoria C1,"4.546,72"
1000082709,Anestesia,Categoria C1,"3.410,04"
1000082711,Anestesia,Categoria C1,"2.223,12"
1000082712,Anestesia,Categoria C1,"1.802,36"
1000082713,Anestesia,Categoria C1,"4.546,72"
1000082714,Anestesia,Categoria C1,"1.802,36"
1000082715,Anestesia,Categoria C1,"3.410,04"
1000082716,Anestesia,Categoria C1,"3.410,04"
1000082717,Anestesia,Categoria C1,"2.223,12"
1000082718,Anestesia,Categoria C1,"0,00"
1000082719,Anestesia,Categoria C1,"2.223,12"
1000082720,Anestesia,Categoria C1,"2.223,12"
1000082721,Anestesia,Categoria C1,"4.546,72"
1000082722,Anestesia,Categoria C1,"4.546,72"
1000082724,Anestesia,Categoria C1,"3.410,04"
1000082726,Anestesia,Categoria C1,"2.223,12"
1000082727,Anestesia,Categoria C1,"3.410,04"
1000082728,Anestesia,Categoria C1,"2.223,12"
1000082731,Anestesia,Categoria C1,"2.223,12"
1000082732,Anestesia,Categoria C1,"2.223,12"
1000082733,Anestesia,Categoria C1,"1.802,36"
1000082734,Anestesia,Categoria C1,"3.410,04"
1000082736,Anestesia,Categoria C1,"1.802,36"
1000082737,Anestesia,Categoria C1,"2.223,12"
1000082740,Anestesia,Categoria C1,"2.223,12"
1000082742,Anestesia,Categoria C1,"6.820,08"
1000082743,Anestesia,Categoria C1,"2.223,12"
1000082744,Anestesia,Categoria C1,"2.223,12"
1000082745,Anestesia,Categoria C1,"1.802,36"
1000082747,Anestesia,Categoria C1,"2.223,12"
1000082748,Anestesia,Categoria C1,"2.223,12"
1000082749,Anestesia,Categoria C1,"1.802,36"
1000082750,Anestesia,Categoria C1,"3.410,04"
1000082751,Anestesia,Categoria C1,"1.802,36"
1000082752,Anestesia,Categoria C1,"1.802,36"
1000082754,Anestesia,Categoria C1,"4.546,72"
1000082755,Anestesia,Categoria C1,"1.802,36"
1000082756,Anestesia,Categoria C1,"2.223,12"
1000082757,Anestesia,Categoria C1,"1.802,36"
1000082758,Anestesia,Categoria C1,"5.683,40"
1000082759,Anestesia,Categoria C1,"3.410,04"
1000082760,Anestesia,Categoria C1,"3.410,04"
1000082761,Anestesia,Categoria C1,"3.410,04"
1000082762,Anestesia,Categoria C1,"3.410,04"
1000082763,Anestesia,Categoria C1,"2.223,12"
1000082764,Anestesia,Categoria C1,"2.223,12"
1000082765,Anestesia,Categoria C1,"2.223,12"
1000082766,Anestesia,Categoria C1,"3.410,04"
1000082767,Anestesia,Categoria C1,"1.802,36"
1000082768,Anestesia,Categoria C1,"2.223,12"
1000082769,Anestesia,Categoria C1,"2.223,12"
1000082770,Anestesia,Categoria C1,"2.223,12"
1000082771,Anestesia,Categoria C1,"2.223,12"
1000082772,Anestesia,Categoria C1,"3.410,04"
1000082773,Anestesia,Categoria C1,"1.802,36"
1000082774,Anestesia,Categoria C1,"2.223,12"
1000082775,Anestesia,Categoria C1,"3.410,04"
1000082776,Anestesia,Categoria C1,"2.223,12"
1000082777,Anestesia,Categoria C1,"3.410,04"
1000082779,Anestesia,Categoria C1,"2.223,12"
1000082780,Anestesia,Categoria C1,"2.223,12"
1000082781,Anestesia,Categoria C1,"2.223,12"
1000082782,Anestesia,Categoria C1,"2.223,12"
1000082783,Anestesia,Categoria C1,"2.223,12"
1000082784,Anestesia,Categoria C1,"4.546,72"
1000082785,Anestesia,Categoria C1,"2.223,12"
1000082786,Anestesia,Categoria C1,"2.223,12"
1000082787,Anestesia,Categoria C1,"2.223,12"
1000082789,Anestesia,Categoria C1,"3.410,04"
1000082792,Anestesia,Categoria C1,"1.802,36"
1000082793,Anestesia,Categoria C1,"2.223,12"
1000082794,Anestesia,Categoria C1,"2.223,12"
1000082795,Anestesia,Categoria C1,"3.410,04"
1000100000,Anestesia,Categoria C1,"2.223,12"
1000100002,Anestesia,Categoria C1,"2.223,12"
1000100003,Anestesia,Categoria C1,"2.223,12"
1000100005,Anestesia,Categoria C1,"2.223,12"
1000100006,Anestesia,Categoria C1,"2.223,12"
1000100007,Anestesia,Categoria C1,"2.223,12"
1000100008,Anestesia,Categoria C1,"1.802,36"
1000100010,Anestesia,Categoria C1,"3.410,04"
1000100011,Anestesia,Categoria C1,"3.410,04"
1000100015,Anestesia,Categoria C1,"2.223,12"
1000100017,Anestesia,Categoria C1,"2.223,12"
1000100018,Anestesia,Categoria C1,"3.410,04"
1000100020,Anestesia,Categoria C1,"2.223,12"
1000100021,Anestesia,Categoria C1,"1.802,36"
1000100022,Anestesia,Categoria C1,"2.223,12"
1000100023,Anestesia,Categoria C1,"2.223,12"
1000100024,Anestesia,Categoria C1,"2.223,12"
1000100030,Anestesia,Categoria C1,"2.223,12"
1000100031,Anestesia,Categoria C1,"1.802,36"
1000100032,Anestesia,Categoria C1,"3.410,04"
1000100034,Anestesia,Categoria C1,"2.223,12"
1000100035,Anestesia,Categoria C1,"1.802,36"
1000100037,Anestesia,Categoria C1,"3.410,04"
1000100042,Anestesia,Categoria C1,"4.546,72"
1000100043,Anestesia,Categoria C1,"2.223,12"
1000100044,Anestesia,Categoria C1,"2.223,12"
1000100053,Anestesia,Categoria C1,"2.223,12"
1000100054,Anestesia,Categoria C1,"2.223,12"
1000100055,Anestesia,Categoria C1,"2.223,12"
1000100056,Anestesia,Categoria C1,"2.223,12"
1000100057,Anestesia,Categoria C1,"3.410,04"
1000100058,Anestesia,Categoria C1,"2.223,12"
1000100059,Anestesia,Categoria C1,"2.223,12"
1000100060,Anestesia,Categoria C1,"2.223,12"
1000100061,Anestesia,Categoria C1,"2.223,12"
1000100062,Anestesia,Categoria C1,"2.223,12"
1000100063,Anestesia,Categoria C1,"1.802,36"
1000100066,Anestesia,Categoria C1,"2.223,12"
1000100067,Anestesia,Categoria C1,"3.410,04"
1000100068,Anestesia,Categoria C1,"4.546,72"
1000100069,Anestesia,Categoria C1,"2.223,12"
1000100071,Anestesia,Categoria C1,"3.410,04"
1000100072,Anestesia,Categoria C1,"3.410,04"
1000100073,Anestesia,Categoria C1,"2.223,12"
1000100074,Anestesia,Categoria C1,"3.410,04"
1000100075,Anestesia,Categoria C1,"4.546,72"
1000100076,Anestesia,Categoria C1,"3.410,04"
1000100077,Anestesia,Categoria C1,"1.802,36"
1000100078,Anestesia,Categoria C1,"3.410,04"
1000100079,Anestesia,Categoria C1,"1.802,36"
1000100084,Anestesia,Categoria C1,"3.410,04"
1000100085,Anestesia,Categoria C1,"2.223,12"
1000100086,Anestesia,Categoria C1,"3.410,04"
1000100087,Anestesia,Categoria C1,"3.410,04"
1000100088,Anestesia,Categoria C1,"2.223,12"
1000100089,Anestesia,Categoria C1,"4.546,72"
1000100090,Anestesia,Categoria C1,"2.223,12"
1000100091,Anestesia,Categoria C1,"3.410,04"
1000100096,Anestesia,Categoria C1,"1.802,36"
1000100100,Anestesia,Categoria C1,"2.223,12"
1000100102,Anestesia,Categoria C1,"2.223,12"
1000100103,Anestesia,Categoria C1,"2.223,12"
1000100104,Anestesia,Categoria C1,"3.410,04"
1000100107,Anestesia,Categoria C1,"5.683,40"
1000100110,Anestesia,Categoria C1,"3.410,04"
1000100112,Anestesia,Categoria C1,"2.223,12"
1000100114,Anestesia,Categoria C1,"3.410,04"
1000100115,Anestesia,Categoria C1,"3.410,04"
1000100116,Anestesia,Categoria C1,"4.546,72"
1000100120,Anestesia,Categoria C1,"2.223,12"
1000100122,Anestesia,Categoria C1,"3.410,04"
1000100123,Anestesia,Categoria C1,"2.223,12"
1000100125,Anestesia,Categoria C1,"17.050,20"
1000100128,Anestesia,Categoria C1,"4.546,72"
1000100129,Anestesia,Categoria C1,"2.223,12"
1000100130,Anestesia,Categoria C1,"2.223,12"
1000100131,Anestesia,Categoria C1,"2.223,12"
1000100137,Anestesia,Categoria C1,"4.546,72"
1000100138,Anestesia,Categoria C1,"2.223,12"
1000100139,Anestesia,Categoria C1,"2.223,12"
1000100140,Anestesia,Categoria C1,"2.223,12"
1000100141,Anestesia,Categoria C1,"5.683,40"
1000100142,Anestesia,Categoria C1,"2.223,12"
1000100143,Anestesia,Categoria C1,"1.802,36"
1000100144,Anestesia,Categoria C1,"2.223,12"
1000100145,Anestesia,Categoria C1,"3.410,04"
1000100146,Anestesia,Categoria C1,"2.223,12"
1000100149,Anestesia,Categoria C1,"4.546,72"
1000100150,Anestesia,Categoria C1,"3.410,04"
1000100152,Anestesia,Categoria C1,"2.223,12"
1000100154,Anestesia,Categoria C1,"2.223,12"
1000100155,Anestesia,Categoria C1,"2.223,12"
1000100156,Anestesia,Categoria C1,"2.223,12"
1000100157,Anestesia,Categoria C1,"2.223,12"
1000100158,Anestesia,Categoria C1,"2.223,12"
1000100159,Anestesia,Categoria C1,"2.223,12"
1000100160,Anestesia,Categoria C1,"4.546,72"
1000100161,Anestesia,Categoria C1,"4.546,72"
1000100162,Anestesia,Categoria C1,"1.802,36"
1000100163,Anestesia,Categoria C1,"2.223,12"
1000100165,Anestesia,Categoria C1,"2.223,12"
1000100166,Anestesia,Categoria C1,"2.223,12"
1000100167,Anestesia,Categoria C1,"2.223,12"
1000100168,Anestesia,Categoria C1,"1.802,36"
1000100169,Anestesia,Categoria C1,"3.410,04"
1000100170,Anestesia,Categoria C1,"4.546,72"
1000100171,Anestesia,Categoria C1,"3.410,04"
1000100172,Anestesia,Categoria C1,"3.410,04"
1000100173,Anestesia,Categoria C1,"2.223,12"
1000100174,Anestesia,Categoria C1,"3.410,04"
1000100175,Anestesia,Categoria C1,"4.546,72"
1000100176,Anestesia,Categoria C1,"2.223,12"
1000100177,Anestesia,Categoria C1,"1.802,36"
1000100178,Anestesia,Categoria C1,"3.410,04"
1000100179,Anestesia,Categoria C1,"2.223,12"
1000100180,Anestesia,Categoria C1,"3.410,04"
1000100181,Anestesia,Categoria C1,"2.223,12"
1000100182,Anestesia,Categoria C1,"1.802,36"
1000100184,Anestesia,Categoria C1,"1.802,36"
1000100185,Anestesia,Categoria C1,"1.802,36"
1000100186,Anestesia,Categoria C1,"1.802,36"
1000100187,Anestesia,Categoria C1,"2.223,12"
1000100188,Anestesia,Categoria C1,"4.546,72"
1000100189,Anestesia,Categoria C1,"4.546,72"
1000100190,Anestesia,Categoria C1,"3.410,04"
1000100191,Anestesia,Categoria C1,"2.223,12"
1000100192,Anestesia,Categoria C1,"2.223,12"
1000100193,Anestesia,Categoria C1,"3.410,04"
1000100196,Anestesia,Categoria C1,"3.410,04"
1000100197,Anestesia,Categoria C1,"2.223,12"
1000100198,Anestesia,Categoria C1,"2.223,12"
1000100200,Anestesia,Categoria C1,"3.410,04"
1000100201,Anestesia,Categoria C1,"3.410,04"
1000100202,Anestesia,Categoria C1,"2.223,12"
1000100203,Anestesia,Categoria C1,"2.223,12"
1000100204,Anestesia,Categoria C1,"2.223,12"
1000100206,Anestesia,Categoria C1,"2.223,12"
1000100207,Anestesia,Categoria C1,"2.223,12"
1000100210,Anestesia,Categoria C1,"1.802,36"
1000100211,Anestesia,Categoria C1,"3.410,04"
1000100212,Anestesia,Categoria C1,"2.223,12"
1000100213,Anestesia,Categoria C1,"4.546,72"
1000100215,Anestesia,Categoria C1,"4.546,72"
1000100217,Anestesia,Categoria C1,"0,00"
1000100218,Anestesia,Categoria C1,"2.223,12"
1000100220,Anestesia,Categoria C1,"3.410,04"
1000100221,Anestesia,Categoria C1,"3.410,04"
1000100222,Anestesia,Categoria C1,"3.410,04"
1000100223,Anestesia,Categoria C1,"1.802,36"
1000100224,Anestesia,Categoria C1,"4.546,72"
1000100225,Anestesia,Categoria C1,"2.223,12"
1000100227,Anestesia,Categoria C1,"4.546,72"
1000100229,Anestesia,Categoria C1,"2.223,12"
1000100230,Anestesia,Categoria C1,"2.223,12"
1000100231,Anestesia,Categoria C1,"1.802,36"
1000100232,Anestesia,Categoria C1,"6.820,08"
1000100234,Anestesia,Categoria C1,"2.223,12"
1000100235,Anestesia,Categoria C1,"1.802,36"
1000100236,Anestesia,Categoria C1,"2.223,12"
1000100237,Anestesia,Categoria C1,"1.802,36"
1000100239,Anestesia,Categoria C1,"2.223,12"
1000100240,Anestesia,Categoria C1,"3.410,04"
1000100243,Anestesia,Categoria C1,"3.410,04"
1000100244,Anestesia,Categoria C1,"3.410,04"
1000100245,Anestesia,Categoria C1,"2.223,12"
1000100246,Anestesia,Categoria C1,"2.223,12"
1000100247,Anestesia,Categoria C1,"2.223,12"
1000100249,Anestesia,Categoria C1,"2.223,12"
1000100250,Anestesia,Categoria C1,"2.223,12"
1000100251,Anestesia,Categoria C1,"3.410,04"
1000100252,Anestesia,Categoria C1,"1.802,36"
1000100253,Anestesia,Categoria C1,"3.410,04"
1000100254,Anestesia,Categoria C1,"3.410,04"
1000100255,Anestesia,Categoria C1,"4.546,72"
1000100256,Anestesia,Categoria C1,"2.223,12"
1000100258,Anestesia,Categoria C1,"2.223,12"
1000100260,Anestesia,Categoria C1,"4.546,72"
1000100262,Anestesia,Categoria C1,"4.546,72"
1000100263,Anestesia,Categoria C1,"3.410,04"
1000100265,Anestesia,Categoria C1,"3.410,04"
1000100267,Anestesia,Categoria C1,"1.802,36"
1000100268,Anestesia,Categoria C1,"2.223,12"
1000100269,Anestesia,Categoria C1,"1.802,36"
1000100273,Anestesia,Categoria C1,"4.546,72"
1000100274,Anestesia,Categoria C1,"2.223,12"
1000100276,Anestesia,Categoria C1,"3.410,04"
1000100277,Anestesia,Categoria C1,"3.410,04"
1000100278,Anestesia,Categoria C1,"4.546,72"
1000100279,Anestesia,Categoria C1,"3.410,04"
1000100281,Anestesia,Categoria C1,"3.410,04"
1000100282,Anestesia,Categoria C1,"3.410,04"
1000100283,Anestesia,Categoria C1,"3.410,04"
1000100284,Anestesia,Categoria C1,"3.410,04"
1000100285,Anestesia,Categoria C1,"1.802,36"
1000100286,Anestesia,Categoria C1,"2.223,12"
1000100287,Anestesia,Categoria C1,"3.410,04"
1000100288,Anestesia,Categoria C1,"2.223,12"
1000100289,Anestesia,Categoria C1,"2.223,12"
1000100290,Anestesia,Categoria C1,"3.410,04"
1000100291,Anestesia,Categoria C1,"2.223,12"
1000100292,Anestesia,Categoria C1,"2.223,12"
1000100294,Anestesia,Categoria C1,"1.802,36"
1000100296,Anestesia,Categoria C1,"3.410,04"
1000100297,Anestesia,Categoria C1,"3.410,04"
1000100298,Anestesia,Categoria C1,"4.546,72"
1000100299,Anestesia,Categoria C1,"3.410,04"
1000100301,Anestesia,Categoria C1,"3.410,04"
1000100302,Anestesia,Categoria C1,"1.802,36"
1000100303,Anestesia,Categoria C1,"2.223,12"
1000100304,Anestesia,Categoria C1,"2.223,12"
1000100305,Anestesia,Categoria C1,"3.410,04"
1000100306,Anestesia,Categoria C1,"3.410,04"
1000100310,Anestesia,Categoria C1,"3.410,04"
1000100313,Anestesia,Categoria C1,"2.223,12"
1000100314,Anestesia,Categoria C1,"3.410,04"
1000100315,Anestesia,Categoria C1,"2.223,12"
1000100316,Anestesia,Categoria C1,"2.223,12"
1000100317,Anestesia,Categoria C1,"3.410,04"
1000100320,Anestesia,Categoria C1,"3.410,04"
1000100321,Anestesia,Categoria C1,"2.223,12"
1000100322,Anestesia,Categoria C1,"2.223,12"
1000100323,Anestesia,Categoria C1,"2.223,12"
1000100324,Anestesia,Categoria C1,"2.223,12"
1000100326,Anestesia,Categoria C1,"1.802,36"
1000100327,Anestesia,Categoria C1,"3.410,04"
1000100329,Anestesia,Categoria C1,"2.223,12"
1000100330,Anestesia,Categoria C1,"2.223,12"
1000100331,Anestesia,Categoria C1,"2.223,12"
1000100332,Anestesia,Categoria C1,"1.802,36"
1000100334,Anestesia,Categoria C1,"1.802,36"
1000100335,Anestesia,Categoria C1,"2.223,12"
1000100337,Anestesia,Categoria C1,"3.410,04"
1000100338,Anestesia,Categoria C1,"2.223,12"
1000100339,Anestesia,Categoria C1,"2.223,12"
1000100340,Anestesia,Categoria C1,"2.223,12"
1000100342,Anestesia,Categoria C1,"1.802,36"
1000100351,Anestesia,Categoria C1,"3.410,04"
1000100352,Anestesia,Categoria C1,"2.223,12"
1000100355,Anestesia,Categoria C1,"3.410,04"
1000100357,Anestesia,Categoria C1,"1.802,36"
1000100361,Anestesia,Categoria C1,"2.223,12"
1000100365,Anestesia,Categoria C1,"2.223,12"
1000100366,Anestesia,Categoria C1,"3.410,04"
1000100370,Anestesia,Categoria C1,"2.223,12"
1000100371,Anestesia,Categoria C1,"3.410,04"
1000100373,Anestesia,Categoria C1,"3.410,04"
1000100374,Anestesia,Categoria C1,"1.802,36"
1000100375,Anestesia,Categoria C1,"3.410,04"
1000100378,Anestesia,Categoria C1,"2.223,12"
1000100379,Anestesia,Categoria C1,"2.223,12"
1000100380,Anestesia,Categoria C1,"2.223,12"
1000100381,Anestesia,Categoria C1,"4.546,72"
1000100382,Anestesia,Categoria C1,"2.223,12"
1000100383,Anestesia,Categoria C1,"0,00"
1000100384,Anestesia,Categoria C1,"2.223,12"
1000100385,Anestesia,Categoria C1,"2.223,12"
1000100386,Anestesia,Categoria C1,"3.410,04"
1000100387,Anestesia,Categoria C1,"3.410,04"
1000100388,Anestesia,Categoria C1,"3.410,04"
1000100389,Anestesia,Categoria C1,"2.223,12"
1000100390,Anestesia,Categoria C1,"3.410,04"
1000100391,Anestesia,Categoria C1,"3.410,04"
1000100393,Anestesia,Categoria C1,"4.546,72"
1000100396,Anestesia,Categoria C1,"1.802,36"
1000100397,Anestesia,Categoria C1,"1.802,36"
1000100398,Anestesia,Categoria C1,"2.223,12"
1000100399,Anestesia,Categoria C1,"1.802,36"
1000100400,Anestesia,Categoria C1,"3.410,04"
1000100401,Anestesia,Categoria C1,"3.410,04"
1000100403,Anestesia,Categoria C1,"2.223,12"
1000100404,Anestesia,Categoria C1,"3.410,04"
1000100405,Anestesia,Categoria C1,"2.223,12"
1000100406,Anestesia,Categoria C1,"1.802,36"
1000100407,Anestesia,Categoria C1,"2.223,12"
1000100408,Anestesia,Categoria C1,"2.223,12"
1000100410,Anestesia,Categoria C1,"2.223,12"
1000100411,Anestesia,Categoria C1,"3.410,04"
1000100416,Anestesia,Categoria C1,"2.223,12"
1000100417,Anestesia,Categoria C1,"3.410,04"
1000100418,Anestesia,Categoria C1,"2.223,12"
1000100419,Anestesia,Categoria C1,"2.223,12"
1000100420,Anestesia,Categoria C1,"2.223,12"
1000100421,Anestesia,Categoria C1,"1.802,36"
1000100422,Anestesia,Categoria C1,"2.223,12"
1000100423,Anestesia,Categoria C1,"2.223,12"
1000100424,Anestesia,Categoria C1,"2.223,12"
1000100425,Anestesia,Categoria C1,"3.410,04"
1000100426,Anestesia,Categoria C1,"0,00"
1000100427,Anestesia,Categoria C1,"2.223,12"
1000100428,Anestesia,Categoria C1,"3.410,04"
1000100429,Anestesia,Categoria C1,"2.223,12"
1000100431,Anestesia,Categoria C1,"2.223,12"
1000100432,Anestesia,Categoria C1,"1.802,36"
1000100433,Anestesia,Categoria C1,"3.410,04"
1000100438,Anestesia,Categoria C1,"3.410,04"
1000100439,Anestesia,Categoria C1,"3.410,04"
1000100440,Anestesia,Categoria C1,"1.802,36"
1000100441,Anestesia,Categoria C1,"2.223,12"
1000100443,Anestesia,Categoria C1,"2.223,12"
1000100444,Anestesia,Categoria C1,"1.802,36"
1000100445,Anestesia,Categoria C1,"2.223,12"
1000100446,Anestesia,Categoria C1,"4.546,72"
1000100447,Anestesia,Categoria C1,"2.223,12"
1000100448,Anestesia,Categoria C1,"2.223,12"
1000100449,Anestesia,Categoria C1,"3.410,04"
1000100453,Anestesia,Categoria C1,"3.410,04"
1000100455,Anestesia,Categoria C1,"3.410,04"
1000100456,Anestesia,Categoria C1,"2.223,12"
1000100458,Anestesia,Categoria C1,"3.410,04"
1000100460,Anestesia,Categoria C1,"5.683,40"
1000100461,Anestesia,Categoria C1,"1.802,36"
1000100463,Anestesia,Categoria C1,"2.223,12"
1000100465,Anestesia,Categoria C1,"3.410,04"
1000100466,Anestesia,Categoria C1,"2.223,12"
1000100467,Anestesia,Categoria C1,"4.546,72"
1000100468,Anestesia,Categoria C1,"3.410,04"
1000100471,Anestesia,Categoria C1,"2.223,12"
1000100474,Anestesia,Categoria C1,"3.410,04"
1000100478,Anestesia,Categoria C1,"1.802,36"
1000100479,Anestesia,Categoria C1,"2.223,12"
1000100481,Anestesia,Categoria C1,"2.223,12"
1000100482,Anestesia,Categoria C1,"2.223,12"
1000100483,Anestesia,Categoria C1,"3.410,04"
1000100484,Anestesia,Categoria C1,"2.223,12"
1000100485,Anestesia,Categoria C1,"2.223,12"
1000100486,Anestesia,Categoria C1,"2.223,12"
1000100488,Anestesia,Categoria C1,"1.802,36"
1000100491,Anestesia,Categoria C1,"1.802,36"
1000100492,Anestesia,Categoria C1,"1.802,36"
1000100493,Anestesia,Categoria C1,"2.223,12"
1000100494,Anestesia,Categoria C1,"2.223,12"
1000100495,Anestesia,Categoria C1,"3.410,04"
1000100497,Anestesia,Categoria C1,"2.223,12"
1000100498,Anestesia,Categoria C1,"2.223,12"
1000100499,Anestesia,Categoria C1,"3.410,04"
1000100500,Anestesia,Categoria C1,"2.223,12"
1000100502,Anestesia,Categoria C1,"3.410,04"
1000100503,Anestesia,Categoria C1,"1.802,36"
1000100504,Anestesia,Categoria C1,"1.802,36"
1000100505,Anestesia,Categoria C1,"1.802,36"
1000100506,Anestesia,Categoria C1,"3.410,04"
1000100507,Anestesia,Categoria C1,"3.410,04"
1000100508,Anestesia,Categoria C1,"2.223,12"
1000100509,Anestesia,Categoria C1,"4.546,72"
1000100510,Anestesia,Categoria C1,"1.802,36"
1000100511,Anestesia,Categoria C1,"0,00"
1000100512,Anestesia,Categoria C1,"3.410,04"
1000100513,Anestesia,Categoria C1,"4.546,72"
1000100515,Anestesia,Categoria C1,"2.223,12"
1000100516,Anestesia,Categoria C1,"2.223,12"
1000100517,Anestesia,Categoria C1,"1.802,36"
1000100518,Anestesia,Categoria C1,"2.223,12"
1000100519,Anestesia,Categoria C1,"2.223,12"
1000100520,Anestesia,Categoria C1,"4.546,72"
1000100521,Anestesia,Categoria C1,"1.802,36"
1000100522,Anestesia,Categoria C1,"3.410,04"
1000100524,Anestesia,Categoria C1,"3.410,04"
1000100525,Anestesia,Categoria C1,"2.223,12"
1000100526,Anestesia,Categoria C1,"1.802,36"
1000100528,Anestesia,Categoria C1,"3.410,04"
1000100529,Anestesia,Categoria C1,"2.223,12"
1000100531,Anestesia,Categoria C1,"2.223,12"
1000100534,Anestesia,Categoria C1,"2.223,12"
1000100535,Anestesia,Categoria C1,"2.223,12"
1000100537,Anestesia,Categoria C1,"1.802,36"
1000100538,Anestesia,Categoria C1,"3.410,04"
1000100540,Anestesia,Categoria C1,"5.683,40"
1000100541,Anestesia,Categoria C1,"2.223,12"
1000100542,Anestesia,Categoria C1,"3.410,04"
1000100543,Anestesia,Categoria C1,"2.223,12"
1000100544,Anestesia,Categoria C1,"3.410,04"
1000100545,Anestesia,Categoria C1,"2.223,12"
1000100546,Anestesia,Categoria C1,"3.410,04"
1000100553,Anestesia,Categoria C1,"3.410,04"
1000100554,Anestesia,Categoria C1,"2.223,12"
1000100555,Anestesia,Categoria C1,"2.223,12"
1000100556,Anestesia,Categoria C1,"3.410,04"
1000100557,Anestesia,Categoria C1,"2.223,12"
1000100558,Anestesia,Categoria C1,"1.802,36"
1000100559,Anestesia,Categoria C1,"2.223,12"
1000100560,Anestesia,Categoria C1,"3.410,04"
1000100561,Anestesia,Categoria C1,"3.410,04"
1000100562,Anestesia,Categoria C1,"2.223,12"
1000100563,Anestesia,Categoria C1,"3.410,04"
1000100564,Anestesia,Categoria C1,"4.546,72"
1000100565,Anestesia,Categoria C1,"1.802,36"
1000100566,Anestesia,Categoria C1,"3.410,04"
1000100567,Anestesia,Categoria C1,"2.223,12"
1000100568,Anestesia,Categoria C1,"3.410,04"
1000100570,Anestesia,Categoria C1,"2.223,12"
1000100571,Anestesia,Categoria C1,"2.223,12"
1000100572,Anestesia,Categoria C1,"3.410,04"
1000100575,Anestesia,Categoria C1,"2.223,12"
1000100576,Anestesia,Categoria C1,"3.410,04"
1000100577,Anestesia,Categoria C1,"2.223,12"
1000100578,Anestesia,Categoria C1,"2.223,12"
1000100580,Anestesia,Categoria C1,"3.410,04"
1000100581,Anestesia,Categoria C1,"4.546,72"
1000100582,Anestesia,Categoria C1,"2.223,12"
1000100583,Anestesia,Categoria C1,"1.802,36"
1000100584,Anestesia,Categoria C1,"1.802,36"
1000100585,Anestesia,Categoria C1,"2.223,12"
1000100586,Anestesia,Categoria C1,"3.410,04"
1000100587,Anestesia,Categoria C1,"3.410,04"
1000100588,Anestesia,Categoria C1,"0,00"
1000100589,Anestesia,Categoria C1,"2.223,12"
1000100590,Anestesia,Categoria C1,"2.223,12"
1000100591,Anestesia,Categoria C1,"2.223,12"
1000100592,Anestesia,Categoria C1,"3.410,04"
1000100593,Anestesia,Categoria C1,"2.223,12"
1000100595,Anestesia,Categoria C1,"5.683,40"
1000100596,Anestesia,Categoria C1,"3.410,04"
1000100597,Anestesia,Categoria C1,"3.410,04"
1000100598,Anestesia,Categoria C1,"2.223,12"
1000100599,Anestesia,Categoria C1,"1.802,36"
1000100600,Anestesia,Categoria C1,"3.410,04"
1000100601,Anestesia,Categoria C1,"2.223,12"
1000100602,Anestesia,Categoria C1,"2.223,12"
1000100603,Anestesia,Categoria C1,"0,00"
1000100604,Anestesia,Categoria C1,"6.820,08"
1000100605,Anestesia,Categoria C1,"3.410,04"
1000100606,Anestesia,Categoria C1,"2.223,12"
1000100608,Anestesia,Categoria C1,"3.410,04"
1000100609,Anestesia,Categoria C1,"1.802,36"
1000100610,Anestesia,Categoria C1,"1.802,36"
1000100611,Anestesia,Categoria C1,"3.410,04"
1000100612,Anestesia,Categoria C1,"2.223,12"
1000100613,Anestesia,Categoria C1,"3.410,04"
1000100614,Anestesia,Categoria C1,"2.223,12"
1000100615,Anestesia,Categoria C1,"2.223,12"
1000100616,Anestesia,Categoria C1,"2.223,12"
1000100617,Anestesia,Categoria C1,"3.410,04"
1000100618,Anestesia,Categoria C1,"3.410,04"
1000100619,Anestesia,Categoria C1,"2.223,12"
